,carat,cut,depth,table,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
7679,1.2,4,61.3,60.0,6.83,6.78,4.17,0,0,0,0,0,1,0,0,1,0,0,0,0,4274
7681,1.2,4,62.4,58.0,6.5,6.42,4.03,0,0,0,1,0,0,0,1,0,0,0,0,0,4274
7683,1.2,4,63.0,59.0,6.43,6.4,4.04,0,0,0,1,0,0,0,1,0,0,0,0,0,4274
7685,1.2,4,62.7,60.0,6.73,6.67,4.21,0,1,0,0,0,0,0,0,1,0,0,0,0,4274
7687,1.2,5,62.2,55.0,6.62,6.65,4.13,0,0,0,0,0,1,0,1,0,0,0,0,0,4275
7688,1.2,4,62.7,54.0,6.42,6.37,4.01,0,1,0,0,0,0,0,1,0,0,0,0,0,4276
7690,1.2,3,63.0,58.0,6.53,6.59,4.13,0,0,0,1,0,0,0,1,0,0,0,0,0,4276
7691,1.2,3,62.1,58.0,6.59,6.61,4.1,0,0,0,1,0,0,0,1,0,0,0,0,0,4276
7692,1.2,3,60.5,60.0,6.61,6.67,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,4276
7693,1.2,5,62.1,55.0,6.71,6.72,4.17,0,0,0,0,1,0,0,0,1,0,0,0,0,4276
7694,1.2,5,62.1,56.0,6.54,6.6,4.08,0,0,0,0,0,1,0,1,0,0,0,0,0,4276
7695,1.2,2,64.9,56.0,6.24,6.31,4.07,0,0,0,1,0,0,0,1,0,0,0,0,0,4276
7696,1.2,2,64.2,58.0,6.33,6.31,4.06,0,1,0,0,0,0,0,1,0,0,0,0,0,4276
7698,1.2,1,65.9,58.0,6.16,6.1,4.04,0,1,0,0,0,0,0,1,0,0,0,0,0,4276
7699,1.2,1,67.2,60.0,6.06,6.0,4.05,0,1,0,0,0,0,0,1,0,0,0,0,0,4276
7700,1.2,1,65.9,60.0,6.32,6.18,4.12,0,0,0,0,0,0,0,1,0,0,0,0,0,4276
7702,1.2,4,62.4,58.0,6.59,6.64,4.13,1,0,0,0,0,0,0,0,1,0,0,0,0,4277
7703,1.29,1,66.0,58.0,6.82,6.75,4.48,0,0,1,0,0,0,0,0,0,0,0,0,0,4277
7705,1.2,5,62.0,57.0,6.6,6.53,4.07,0,0,1,0,0,0,0,0,1,0,0,0,0,4277
7707,1.2,4,62.9,58.0,6.47,6.43,4.06,0,0,1,0,0,0,0,0,1,0,0,0,0,4277
7743,1.24,4,60.8,57.0,6.98,6.94,4.23,1,0,0,0,0,0,0,0,1,0,0,0,0,4278
7744,1.24,4,60.8,57.0,6.98,6.94,4.23,1,0,0,0,0,0,0,0,1,0,0,0,0,4278
7751,1.2,5,62.7,56.0,6.37,6.43,4.01,0,0,0,0,1,0,0,0,0,0,1,0,0,4281
7754,1.2,1,64.4,56.0,6.33,6.24,4.03,0,0,1,0,0,0,0,1,0,0,0,0,0,4281
7756,1.2,3,63.2,59.0,6.43,6.36,4.04,1,0,0,0,0,0,0,0,1,0,0,0,0,4281
7757,1.2,3,62.3,59.0,6.65,6.68,4.15,0,1,0,0,0,0,0,0,1,0,0,0,0,4282
7758,1.2,3,62.5,59.0,6.41,6.45,4.02,0,1,0,0,0,0,0,1,0,0,0,0,0,4282
7760,1.2,3,61.8,56.0,6.59,6.64,4.09,0,0,0,0,0,1,0,0,0,0,1,0,0,4283
7761,1.2,3,61.8,58.0,6.6,6.63,4.09,0,0,0,0,0,1,0,0,1,0,0,0,0,4283
7762,1.2,3,62.8,59.0,6.4,6.43,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,4283
7764,1.2,4,62.1,58.0,6.63,6.51,4.1,0,1,0,0,0,0,0,0,1,0,0,0,0,4283
7765,1.2,4,60.5,59.0,6.59,6.67,4.01,1,0,0,0,0,0,0,0,1,0,0,0,0,4284
7773,1.5,1,68.8,57.0,6.94,6.87,4.75,0,0,0,0,0,1,0,0,0,0,0,0,0,4284
7776,1.2,3,63.1,59.0,6.43,6.37,4.04,0,0,0,1,0,0,0,0,1,0,0,0,0,4284
7777,1.2,4,62.7,55.0,6.48,6.41,4.04,0,0,0,0,1,0,0,1,0,0,0,0,0,4284
7778,1.2,4,62.5,54.0,6.44,6.4,4.01,0,0,0,1,0,0,0,0,1,0,0,0,0,4284
7783,1.2,5,61.8,55.0,6.51,6.47,4.01,0,0,0,1,0,0,0,0,1,0,0,0,0,4284
7794,1.2,3,62.0,57.0,6.47,6.5,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,4290
7795,1.2,4,61.8,60.0,6.47,6.51,4.01,0,0,0,0,1,0,0,1,0,0,0,0,0,4290
7796,1.2,5,61.1,56.0,6.6,6.66,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,4290
7797,1.2,5,62.9,57.0,6.37,6.47,4.04,0,0,1,0,0,0,0,0,1,0,0,0,0,4290
7799,1.2,5,62.7,56.0,6.66,6.61,4.16,0,0,0,1,0,0,0,1,0,0,0,0,0,4290
7800,1.2,5,62.7,57.0,6.42,6.44,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,4291
7801,1.2,3,62.9,59.0,6.38,6.4,4.02,0,0,1,0,0,0,0,0,1,0,0,0,0,4291
7805,1.29,4,61.1,62.0,7.0,6.94,4.26,0,0,0,0,1,0,0,0,1,0,0,0,0,4291
7806,1.2,3,63.4,58.0,6.36,6.42,4.05,0,0,0,0,0,1,0,0,0,1,0,0,0,4292
7807,1.2,3,63.5,58.0,6.46,6.43,4.09,0,0,0,0,1,0,0,1,0,0,0,0,0,4292
7811,1.2,3,63.5,57.0,6.68,6.74,4.26,0,0,0,0,0,1,0,0,1,0,0,0,0,4294
7812,1.2,4,62.3,59.0,6.68,6.65,4.15,0,0,0,1,0,0,0,0,1,0,0,0,0,4294
7817,1.2,3,63.5,59.0,6.35,6.32,4.02,0,0,0,0,0,0,0,0,1,0,0,0,0,4295
7818,1.2,1,64.4,57.0,6.32,6.28,4.06,0,0,1,0,0,0,0,1,0,0,0,0,0,4295
7819,1.2,3,63.1,56.0,6.41,6.31,4.01,0,0,1,0,0,0,0,1,0,0,0,0,0,4295
7820,1.2,1,66.2,58.0,6.25,6.15,4.11,0,0,1,0,0,0,0,1,0,0,0,0,0,4295
7833,1.2,3,63.2,58.0,6.43,6.3,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,4299
7834,1.2,3,63.3,57.0,6.39,6.37,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,4299
7836,1.2,3,63.1,61.0,6.65,6.58,4.18,0,0,0,0,1,0,0,1,0,0,0,0,0,4301
7837,1.2,4,60.8,59.0,6.8,6.75,4.12,0,0,0,1,0,0,0,0,1,0,0,0,0,4301
7840,1.2,5,62.4,56.0,6.66,6.63,4.15,1,0,0,0,0,0,0,0,1,0,0,0,0,4303
7843,1.2,4,59.3,57.0,6.79,6.74,4.01,0,0,0,0,0,1,0,0,0,1,0,0,0,4303
7858,1.2,2,63.6,57.0,6.35,6.26,4.01,0,0,0,1,0,0,0,0,0,0,1,0,0,4305
7861,1.2,5,61.7,57.0,6.59,6.7,4.13,0,0,0,0,1,0,0,0,1,0,0,0,0,4307
7862,1.2,3,62.3,58.0,6.64,6.68,4.15,1,0,0,0,0,0,0,0,1,0,0,0,0,4307
7863,1.2,3,61.8,60.0,6.52,6.56,4.04,0,0,0,0,1,0,0,1,0,0,0,0,0,4307
7865,1.2,1,60.1,60.0,6.9,6.72,4.09,0,0,1,0,0,0,0,0,1,0,0,0,0,4307
7883,1.2,3,63.2,57.0,6.45,6.4,4.06,0,0,0,1,0,0,0,1,0,0,0,0,0,4310
7884,1.21,4,62.4,60.0,6.77,6.73,4.21,0,1,0,0,0,0,0,0,1,0,0,0,0,4310
7888,1.2,1,64.5,54.0,6.34,6.28,4.07,0,0,0,0,0,0,0,0,1,0,0,0,0,4312
7890,1.21,3,62.7,57.0,6.72,6.77,4.23,0,0,0,0,0,1,0,1,0,0,0,0,0,4312
7893,1.2,3,60.6,60.0,6.73,6.77,4.09,0,0,0,0,1,0,0,1,0,0,0,0,0,4312
7895,1.2,4,60.4,61.0,6.73,6.69,4.05,0,0,0,0,1,0,0,1,0,0,0,0,0,4312
7896,1.2,1,65.3,58.0,6.25,6.18,4.06,0,0,0,1,0,0,0,0,0,0,0,0,1,4312
7897,1.2,1,65.1,57.0,6.27,6.23,4.07,0,0,0,1,0,0,0,0,0,0,0,0,1,4312
7899,1.2,1,64.7,60.0,6.22,6.18,4.01,0,0,1,0,0,0,0,1,0,0,0,0,0,4312
7900,1.2,1,68.3,58.0,5.98,5.95,4.08,0,1,0,0,0,0,0,0,0,0,1,0,0,4312
7905,1.2,5,62.2,56.0,6.49,6.53,4.05,0,0,0,0,1,0,0,1,0,0,0,0,0,4313
7910,1.2,3,60.4,63.0,6.67,6.6,4.01,1,0,0,0,0,0,0,1,0,0,0,0,0,4314
7911,1.2,3,63.0,57.0,6.4,6.42,4.04,0,0,1,0,0,0,0,0,1,0,0,0,0,4315
7915,1.2,5,60.5,56.0,6.83,6.8,4.13,0,0,0,1,0,0,0,0,1,0,0,0,0,4315
7917,1.2,5,60.3,57.0,6.64,6.7,4.02,0,0,0,0,1,0,0,0,1,0,0,0,0,4315
7919,1.2,4,59.9,60.0,6.78,6.71,4.04,0,0,0,0,0,1,0,0,0,0,1,0,0,4315
7922,1.2,3,62.4,57.7,6.57,6.64,4.12,0,0,0,0,0,1,0,1,0,0,0,0,0,4316
7924,1.2,3,63.1,58.0,6.43,6.37,4.04,0,0,0,1,0,0,0,1,0,0,0,0,0,4316
7925,1.2,4,62.1,56.0,6.48,6.41,4.01,0,0,0,1,0,0,0,1,0,0,0,0,0,4316
7929,1.2,1,65.3,59.0,6.28,6.24,4.09,0,1,0,0,0,0,0,0,1,0,0,0,0,4317
7931,1.2,4,60.7,60.0,6.64,6.61,4.02,0,0,1,0,0,0,0,0,1,0,0,0,0,4318
7935,1.2,3,63.2,57.0,6.54,6.5,4.12,0,0,1,0,0,0,0,0,1,0,0,0,0,4318
7936,1.2,4,62.5,60.0,6.5,6.45,4.05,0,0,1,0,0,0,0,0,1,0,0,0,0,4318
7937,1.2,4,61.3,58.0,6.6,6.55,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,4318
7938,1.2,3,63.2,54.0,6.52,6.49,4.11,0,0,1,0,0,0,0,0,1,0,0,0,0,4318
7939,1.2,4,61.6,60.0,6.56,6.49,4.02,0,0,1,0,0,0,0,0,1,0,0,0,0,4318
7942,1.2,3,63.0,58.0,6.37,6.43,4.03,0,1,0,0,0,0,0,0,1,0,0,0,0,4319
7947,1.2,5,61.1,57.0,6.66,6.6,4.05,0,0,0,0,1,0,0,0,0,0,1,0,0,4319
7948,1.2,4,62.0,59.0,6.74,6.62,4.14,0,0,1,0,0,0,0,0,1,0,0,0,0,4320
7954,1.45,1,64.8,67.0,7.16,7.0,4.64,0,1,0,0,0,0,0,0,0,0,0,0,0,4320
7955,1.2,3,62.9,59.0,6.51,6.58,4.12,0,0,1,0,0,0,0,0,1,0,0,0,0,4321
7960,1.2,4,62.8,55.0,6.48,6.41,4.05,0,1,0,0,0,0,0,0,1,0,0,0,0,4321
7961,1.2,2,64.2,56.0,6.39,6.36,4.09,0,1,0,0,0,0,0,0,1,0,0,0,0,4321
7962,1.2,4,62.4,58.0,6.63,6.59,4.13,0,0,0,0,1,0,0,0,0,0,1,0,0,4321
7963,1.2,2,63.9,60.0,6.45,6.41,4.11,1,0,0,0,0,0,0,0,1,0,0,0,0,4321
7965,1.2,4,62.5,59.0,6.56,6.53,4.09,0,0,1,0,0,0,0,1,0,0,0,0,0,4322
7966,1.2,4,61.8,59.0,6.59,6.53,4.06,0,0,1,0,0,0,0,1,0,0,0,0,0,4322
7967,1.2,3,63.7,56.0,6.63,6.68,4.24,0,0,0,0,0,1,0,0,0,0,1,0,0,4323
7974,1.2,4,59.6,60.0,6.88,6.85,4.09,0,1,0,0,0,0,0,0,1,0,0,0,0,4324
7975,1.27,2,59.2,64.0,7.06,6.99,4.16,0,1,0,0,0,0,0,0,0,0,0,0,0,4324
7981,1.2,5,62.5,57.0,6.63,6.59,4.13,0,0,0,0,0,1,0,0,1,0,0,0,0,4325
7984,1.2,2,63.1,56.0,6.35,6.39,4.02,0,0,0,1,0,0,0,1,0,0,0,0,0,4326
7986,1.2,2,63.2,55.0,6.32,6.4,4.02,0,0,1,0,0,0,0,1,0,0,0,0,0,4326
7989,1.2,4,62.2,58.0,6.75,6.68,4.18,0,0,0,0,0,1,0,1,0,0,0,0,0,4326
7990,1.2,4,62.1,58.0,6.78,6.71,4.19,0,0,0,0,1,0,0,0,1,0,0,0,0,4326
7993,1.2,2,63.8,56.0,6.32,6.28,4.02,0,0,1,0,0,0,0,0,1,0,0,0,0,4327
7997,1.2,4,62.7,58.0,6.44,6.38,4.02,0,0,1,0,0,0,0,0,1,0,0,0,0,4327
8009,1.2,1,67.1,57.0,6.06,6.1,4.08,0,1,0,0,0,0,0,1,0,0,0,0,0,4328
8010,1.2,4,62.5,58.0,6.72,6.65,4.18,1,0,0,0,0,0,0,0,1,0,0,0,0,4328
8011,1.2,4,61.7,60.0,6.78,6.7,4.16,1,0,0,0,0,0,0,0,1,0,0,0,0,4328
8014,1.5,1,70.1,58.0,6.96,6.85,4.84,0,0,0,0,1,0,0,0,1,0,0,0,0,4328
8016,1.2,3,63.4,56.8,6.7,6.79,4.27,0,0,0,0,0,1,0,0,1,0,0,0,0,4329
8019,1.2,5,61.2,57.0,6.55,6.62,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,4331
8020,1.2,5,61.2,57.0,6.54,6.59,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,4331
8021,1.25,4,62.3,59.0,6.82,6.86,4.26,0,0,0,0,0,1,0,0,1,0,0,0,0,4331
8022,1.2,4,61.9,58.0,6.84,6.77,4.21,0,0,0,1,0,0,0,0,1,0,0,0,0,4332
8027,1.2,5,62.8,56.0,6.52,6.47,4.08,0,0,0,0,1,0,0,1,0,0,0,0,0,4333
8028,1.2,5,62.2,57.0,6.56,6.6,4.09,0,0,0,1,0,0,0,1,0,0,0,0,0,4333
8030,1.2,4,62.9,56.0,6.42,6.36,4.02,0,1,0,0,0,0,0,0,1,0,0,0,0,4333
8039,1.2,5,62.5,57.0,6.38,6.45,4.01,0,0,0,0,1,0,0,0,1,0,0,0,0,4336
8074,1.21,4,59.9,61.0,6.89,6.85,4.11,0,0,0,0,1,0,0,0,1,0,0,0,0,4337
8075,1.2,3,63.1,54.0,6.43,6.37,4.04,0,0,0,0,0,0,0,0,1,0,0,0,0,4338
8076,1.2,2,63.6,57.0,6.34,6.3,4.02,0,0,0,0,0,0,0,0,1,0,0,0,0,4338
8080,1.23,4,58.0,61.0,7.07,7.03,4.09,0,0,0,0,0,1,0,0,0,0,1,0,0,4338
8087,1.2,2,63.4,55.0,6.35,6.42,4.05,0,1,0,0,0,0,0,1,0,0,0,0,0,4339
8088,1.2,2,64.2,58.0,6.24,6.29,4.02,0,1,0,0,0,0,0,1,0,0,0,0,0,4339
8089,1.2,3,64.6,60.0,6.35,6.4,4.12,0,0,1,0,0,0,0,0,1,0,0,0,0,4340
8091,1.25,4,60.1,60.0,6.99,6.95,4.19,0,0,0,0,1,0,0,0,1,0,0,0,0,4340
8092,1.25,4,61.1,58.0,6.96,6.91,4.24,0,0,1,0,0,0,0,0,1,0,0,0,0,4340
8093,1.2,3,62.6,57.0,6.42,6.46,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,4341
8097,1.2,5,62.1,56.0,6.54,6.6,4.08,0,0,0,1,0,0,0,0,1,0,0,0,0,4344
8098,1.2,5,61.7,57.0,6.49,6.54,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,4344
8100,1.52,4,62.3,60.0,7.34,7.28,4.56,0,0,1,0,0,0,0,0,0,0,0,0,0,4345
8102,1.2,2,63.6,60.0,6.72,6.67,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,4346
8104,1.2,4,62.3,55.0,6.76,6.66,4.18,0,0,0,0,0,1,0,1,0,0,0,0,0,4347
8105,1.2,4,62.6,57.0,6.73,6.69,4.2,0,0,0,0,1,0,0,0,1,0,0,0,0,4347
8106,1.2,5,61.8,57.0,6.73,6.67,4.14,0,0,0,0,0,1,0,1,0,0,0,0,0,4347
8109,1.2,3,61.6,57.0,6.73,6.78,4.16,0,0,0,0,1,0,0,0,0,0,1,0,0,4348
8111,1.2,3,60.9,57.0,6.64,6.69,4.06,0,0,0,1,0,0,0,0,1,0,0,0,0,4349
8112,1.2,4,59.4,58.0,6.74,6.8,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,4350
8115,1.2,5,62.1,57.0,6.48,6.44,4.01,0,0,1,0,0,0,0,0,1,0,0,0,0,4350
8120,1.34,3,61.1,63.0,7.08,7.01,4.3,0,0,0,1,0,0,0,0,1,0,0,0,0,4352
8121,1.2,3,62.2,58.0,6.74,6.79,4.21,0,0,0,0,0,1,0,0,1,0,0,0,0,4353
8122,1.27,4,62.4,56.0,6.93,6.88,4.32,0,0,1,0,0,0,0,0,1,0,0,0,0,4353
8123,1.2,5,61.9,56.0,6.47,6.51,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,4353
8125,1.2,3,63.9,57.9,6.28,6.33,4.03,0,0,0,0,0,1,0,0,0,0,1,0,0,4354
8126,1.2,4,62.1,58.0,6.61,6.59,4.1,0,0,0,1,0,0,0,1,0,0,0,0,0,4354
8128,1.2,5,61.4,57.0,6.67,6.62,4.08,0,0,0,0,1,0,0,1,0,0,0,0,0,4355
8136,1.2,2,63.3,58.0,6.37,6.39,4.04,1,0,0,0,0,0,0,0,1,0,0,0,0,4355
8137,1.2,3,63.4,56.0,6.4,6.34,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,4355
8142,1.2,4,60.5,60.0,6.67,6.61,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,4355
8143,1.2,1,65.0,55.0,6.31,6.27,4.09,0,0,0,1,0,0,0,0,0,0,0,0,1,4355
8147,1.2,2,63.6,58.0,6.36,6.28,4.02,0,1,0,0,0,0,0,1,0,0,0,0,0,4355
8150,1.2,3,62.7,58.0,6.54,6.58,4.11,0,0,0,0,1,0,0,1,0,0,0,0,0,4356
8153,1.2,2,62.2,61.0,6.47,6.53,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,4357
8158,1.2,4,62.3,59.0,6.68,6.65,4.15,0,1,0,0,0,0,0,0,1,0,0,0,0,4360
8161,1.2,5,62.0,54.0,6.64,6.61,4.11,0,0,0,0,0,1,0,0,0,0,1,0,0,4361
8164,1.2,3,60.3,58.0,6.65,6.72,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,4362
8169,1.2,4,60.5,59.0,6.67,6.59,4.01,1,0,0,0,0,0,0,0,1,0,0,0,0,4362
8171,1.2,3,63.5,55.0,6.32,6.38,4.03,1,0,0,0,0,0,0,0,1,0,0,0,0,4363
8172,1.2,4,61.7,60.0,6.58,6.49,4.03,0,1,0,0,0,0,0,0,1,0,0,0,0,4363
8173,1.2,5,62.6,58.0,6.42,6.4,4.01,0,0,1,0,0,0,0,0,1,0,0,0,0,4363
8175,1.2,4,62.8,55.0,6.55,6.48,4.09,0,1,0,0,0,0,0,0,1,0,0,0,0,4363
8176,1.2,4,62.3,56.0,6.55,6.51,4.07,0,1,0,0,0,0,0,0,1,0,0,0,0,4363
8177,1.2,3,62.4,54.0,6.46,6.53,4.05,0,1,0,0,0,0,0,0,1,0,0,0,0,4364
8178,1.2,5,61.3,56.0,6.56,6.59,4.03,0,0,0,0,0,1,0,0,1,0,0,0,0,4364
8181,1.2,4,61.7,58.0,6.55,6.58,4.05,0,1,0,0,0,0,0,0,1,0,0,0,0,4366
8182,1.2,4,61.8,58.0,6.51,6.57,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,4366
8185,1.2,5,62.2,57.0,6.8,6.77,4.22,0,0,0,0,1,0,0,1,0,0,0,0,0,4368
8186,1.5,1,71.3,58.0,6.85,6.81,4.87,0,0,0,0,1,0,0,0,0,0,0,0,0,4368
8187,1.2,1,66.2,59.0,6.55,6.47,4.31,0,0,0,0,1,0,0,1,0,0,0,0,0,4368
8188,1.2,5,61.8,55.0,6.54,6.5,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,4368
8190,1.2,5,61.1,57.0,6.9,6.81,4.19,0,0,0,1,0,0,0,0,1,0,0,0,0,4368
8192,1.2,4,62.0,57.0,6.5,6.47,4.02,0,0,0,0,1,0,0,1,0,0,0,0,0,4368
8193,1.2,4,61.8,60.0,6.51,6.47,4.01,0,0,0,0,1,0,0,1,0,0,0,0,0,4368
8194,1.2,4,61.5,59.0,6.54,6.51,4.01,0,0,0,1,0,0,0,0,1,0,0,0,0,4368
8195,1.2,4,62.5,58.0,6.74,6.69,4.2,0,0,0,1,0,0,0,0,1,0,0,0,0,4368
8196,1.3,4,60.7,59.0,7.06,7.0,4.27,0,0,0,1,0,0,0,0,1,0,0,0,0,4368
8197,1.2,1,64.8,58.0,6.61,6.56,4.27,0,0,0,1,0,0,0,0,1,0,0,0,0,4368
8200,1.2,1,65.4,61.0,6.22,6.17,4.05,0,0,0,1,0,0,0,0,0,1,0,0,0,4368
8201,1.2,5,61.1,56.0,6.66,6.6,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,4368
8208,1.2,2,65.5,58.0,6.11,6.25,4.05,0,1,0,0,0,0,0,1,0,0,0,0,0,4369
8212,1.2,4,62.9,59.0,6.4,6.38,4.02,0,0,1,0,0,0,0,0,1,0,0,0,0,4370
8213,1.2,3,63.1,60.0,6.41,6.34,4.02,0,0,1,0,0,0,0,0,1,0,0,0,0,4370
8214,1.2,4,62.8,59.0,6.45,6.41,4.04,1,0,0,0,0,0,0,0,1,0,0,0,0,4370
8215,1.2,5,62.7,57.0,6.44,6.42,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,4370
8217,1.2,5,61.9,56.0,6.67,6.71,4.14,0,0,0,0,0,1,0,0,1,0,0,0,0,4371
8219,1.2,3,62.3,59.0,6.56,6.63,4.11,0,0,0,0,0,1,0,0,0,0,1,0,0,4372
8220,1.2,3,62.8,57.0,6.49,6.57,4.1,0,0,0,1,0,0,0,0,1,0,0,0,0,4372
8221,1.2,4,61.9,59.0,6.5,6.52,4.03,0,0,0,0,1,0,0,1,0,0,0,0,0,4372
8224,1.2,4,62.4,58.0,6.5,6.54,4.07,0,1,0,0,0,0,0,0,1,0,0,0,0,4372
8228,1.2,2,64.0,57.0,6.29,6.33,4.04,0,1,0,0,0,0,0,1,0,0,0,0,0,4372
8233,1.2,4,61.1,59.0,6.66,6.69,4.08,0,0,0,0,1,0,0,1,0,0,0,0,0,4373
8234,1.2,3,62.5,58.0,6.58,6.63,4.13,0,0,0,1,0,0,0,0,1,0,0,0,0,4373
8238,1.32,4,59.2,61.0,7.21,7.14,4.25,0,0,1,0,0,0,0,0,1,0,0,0,0,4373
8239,1.2,3,62.2,56.0,6.46,6.49,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,4374
8240,1.2,5,61.9,55.0,6.53,6.58,4.06,0,1,0,0,0,0,0,0,1,0,0,0,0,4374
8243,1.2,5,61.7,57.0,6.59,6.56,4.06,1,0,0,0,0,0,0,0,1,0,0,0,0,4374
8244,1.2,4,60.6,60.0,6.66,6.63,4.03,0,0,0,1,0,0,0,0,0,0,1,0,0,4374
8247,1.2,3,62.6,58.0,6.42,6.49,4.04,0,0,1,0,0,0,0,0,1,0,0,0,0,4375
8249,1.24,4,62.8,58.0,6.88,6.79,4.28,0,0,0,0,1,0,0,0,1,0,0,0,0,4375
8250,1.24,1,64.9,60.0,6.7,6.63,4.32,0,1,0,0,0,0,0,0,1,0,0,0,0,4375
8253,1.2,5,61.9,57.0,6.62,6.66,4.11,0,0,0,0,1,0,0,0,1,0,0,0,0,4377
8255,1.21,5,62.0,56.0,6.84,6.8,4.23,0,1,0,0,0,0,0,0,0,0,0,0,0,4377
8276,1.2,1,65.5,60.0,6.27,6.24,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,4381
8282,1.2,5,62.5,54.0,6.46,6.5,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,4382
8286,1.2,5,60.0,59.0,6.72,6.77,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,4383
8293,1.2,3,63.5,59.0,6.62,6.55,4.18,0,0,0,0,0,1,0,1,0,0,0,0,0,4385
8296,1.2,5,61.7,57.0,6.7,6.59,4.13,0,0,0,0,1,0,0,0,1,0,0,0,0,4385
8303,1.2,4,62.8,62.0,6.69,6.65,4.19,0,0,1,0,0,0,0,0,1,0,0,0,0,4387
8304,1.44,4,62.7,55.0,7.21,7.18,4.51,0,0,0,0,1,0,0,0,0,0,0,0,0,4387
8310,1.2,2,63.4,56.0,6.34,6.37,4.03,0,0,0,1,0,0,0,1,0,0,0,0,0,4389
8312,1.2,2,63.9,56.0,6.28,6.31,4.02,0,0,0,1,0,0,0,1,0,0,0,0,0,4389
8316,1.2,5,61.5,55.0,6.65,6.68,4.1,0,0,0,0,0,1,0,1,0,0,0,0,0,4390
8319,1.2,4,60.6,60.0,6.77,6.73,4.09,0,0,0,0,1,0,0,1,0,0,0,0,0,4390
8322,1.2,3,62.9,57.7,6.6,6.64,4.16,0,0,0,0,0,1,0,1,0,0,0,0,0,4391
8323,1.2,5,61.7,55.0,6.48,6.52,4.01,0,0,1,0,0,0,0,0,1,0,0,0,0,4391
8325,1.21,4,62.7,57.0,6.77,6.72,4.23,0,0,0,0,0,1,0,1,0,0,0,0,0,4391
8326,1.21,4,61.8,60.0,6.86,6.76,4.21,0,0,0,0,1,0,0,0,1,0,0,0,0,4391
8330,1.2,4,61.2,62.0,6.63,6.58,4.04,0,0,0,1,0,0,0,0,1,0,0,0,0,4395
8331,1.2,4,61.2,62.0,6.63,6.58,4.04,0,0,0,1,0,0,0,0,1,0,0,0,0,4395
8332,1.2,2,63.7,63.0,6.55,6.63,4.2,0,1,0,0,0,0,0,0,1,0,0,0,0,4395
8333,1.2,3,63.7,58.0,6.31,6.35,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,4395
8334,1.2,5,61.7,56.0,6.49,6.53,4.02,0,0,0,0,0,1,0,1,0,0,0,0,0,4395
8344,1.2,2,63.3,59.0,6.32,6.42,4.03,1,0,0,0,0,0,0,0,1,0,0,0,0,4398
8345,1.2,3,62.8,55.0,6.4,6.43,4.03,1,0,0,0,0,0,0,0,1,0,0,0,0,4398
8346,1.2,3,62.9,56.0,6.36,6.43,4.02,1,0,0,0,0,0,0,0,1,0,0,0,0,4398
8347,1.2,3,63.0,57.0,6.39,6.44,4.04,1,0,0,0,0,0,0,0,1,0,0,0,0,4398
8348,1.2,5,62.4,55.0,6.44,6.47,4.03,1,0,0,0,0,0,0,0,1,0,0,0,0,4398
8350,1.2,3,62.9,57.0,6.47,6.51,4.08,1,0,0,0,0,0,0,0,1,0,0,0,0,4398
8351,1.2,1,64.9,56.0,6.39,6.34,4.13,0,0,0,0,0,0,0,0,1,0,0,0,0,4398
8352,1.2,5,61.4,54.0,6.55,6.52,4.01,0,0,1,0,0,0,0,0,1,0,0,0,0,4398
8354,1.2,4,63.0,58.0,6.43,6.37,4.03,0,1,0,0,0,0,0,0,1,0,0,0,0,4398
8356,1.2,1,70.6,57.0,6.08,6.01,4.27,0,0,0,0,0,0,0,1,0,0,0,0,0,4398
8360,1.2,2,64.1,59.0,6.31,6.35,4.06,1,0,0,0,0,0,0,1,0,0,0,0,0,4399
